Id,Fecha,Ruta,Operador,Trayecto,Modelo del Avion,Registro,Total a Bordo,Pasajeros a bordo,Tripulantes a bordo,Total Fallecidos,Fatalidad Pasajeros,Fatalidad Tripulantes,Fatalidad en Tierra,Año,Tipo de Operador,Origen
4584,2006-03-31,"Rio Bonito,Brazil",Team Air,Macaé - Rio de Janeiro,Let L410UVP-E20,PT-FSE,19,17,2,19,17,2,0,2006,Comercial,Brazil
4585,2006-04-10,"Marsabit,Kenya",Military - Kenya Air Force,Nairobi - Eastleigh AFB,Harbin Yunshuji Y-12-II,132,17,13,4,14,12,2,0,2006,Militar,No encontrado
4586,2006-04-23,"Kousséri,Cameroon",Military - Lybian Arab Air Force,Sebha - N'Djamena,Antonov 74TK-200,UR-74038,6,0,6,6,0,6,0,2006,Militar,Ukraine
4587,2006-04-24,"Lashkar Gah,Afghanistan",U.S. Government (leased),Kabul - Kandahar - Lashkar Gah,Antonov AN-32B,ZS-PDV,16,12,4,2,0,2,3,2006,Comercial,South Africa
4588,2006-05-03,"Adler,Russia",Armavia,"Yerevan, Armenia - Sochi, Russia",Airbus A320-211,EK-32009,113,105,8,113,105,8,0,2006,Comercial,Armenia
4589,2006-05-14,"La Ronge,Saskatchewan",Saskatchewan Government Northern Air Operations,Training,Convair CV-580,C-GSKJ,3,0,3,1,0,1,0,2006,Comercial,Canada
4590,2006-05-23,São Tomé Island,Air São Tomé,Training,de Havilland Canada DHC-6 Twin Otter 300,S9-BAL,4,2,2,4,2,2,0,2006,Comercial,Sao Tome and Principe
4591,2006-06-03,"Yaocun,China",Military - Chinese Air Force,Desconocido,KJ-2000,Sin Dato,40,35,5,40,35,5,0,2006,Militar,No encontrado
4592,2006-06-11,"Abéché,Chad",Military - Chadian Air Force,N'djamena - Abéché,Lockheed C-130 Hercules,TT-PAF,7,0,7,5,0,5,0,2006,Militar,Chad
4593,2006-06-21,"Jumla,Napal",Yeti Airlines,Surkhet - Jumla,de Havilland Canada DHC-6 Twin Otter 300,9N-AEQ,9,6,3,9,6,3,0,2006,Comercial,Nepal
4594,2006-07-07,"Sake,Democratic Republic Congo",Mango Airlines,Goma - Kisangani,Antonov AN-12B,9Q-CVT,5,2,3,5,2,3,0,2006,Comercial,Congo Democratic Republic
4595,2006-07-09,"Irkutsk,Russia",Sibir (S7),Moscow - Irkutsk,Airbus A-310-324ET,F-OGYP,203,195,8,125,120,5,0,2006,Comercial,France
4596,2006-07-10,"Multan,Pakistan",Pakistan International Airlines,Multan - Lahore,Fokker F-27 Friendship 200,AP-BAL,45,41,4,45,41,4,0,2006,Comercial,Pakistan
4597,2006-07-27,Afghanistan,Afghan Army,Khost to Kabul,Mil Mi-8,Sin Dato,17,14,3,17,14,3,0,2006,Comercial,No encontrado
4598,2006-08-03,"Bukavu,Democratic Republic Congo",Tracep,Lugushwa - Bukavu,Antonov AN-28,9Q-COM,17,14,3,17,14,3,0,2006,Comercial,Congo Democratic Republic
4599,2006-08-04,"Pownal,Vermont",AirNow,"Binghamton, NY - Benningham, VT",Embraer 110 Bandeirante,N59BA,1,0,1,1,0,1,0,2006,Comercial,United States
4600,2006-08-13,"Piacenza,Italy",Air Algerie,Algiers - Frankfurt,Lockheed L-100-30 Hercules,7T-VHG,3,0,3,3,0,3,0,2006,Comercial,Algeria
4601,2006-08-22,"Donetsk,Ukraine",Pulkovo Airlines,Anapa - St. Petersburg,Tupolev Tu-154M,RA-85185,170,160,10,170,160,10,0,2006,Comercial,Russia
4602,2006-08-27,"Lexington,Kentucky",Comair,Lexington - Atlanta,Canadair CRJ-200ER,N431CA,50,47,3,49,47,2,0,2006,Comercial,United States
4603,2006-09-01,"Mahad,Iran",Iran Air Tours,Bandar Abbas - Mashad,Tupolev Tu-154M,EP-MCF,148,137,11,29,29,0,0,2006,Comercial,Iran
4604,2006-09-02,"Kandahar,Afghanistan",Military - Royal Air Force,Desconocido,British Aerospace Nimrod MR-2,XV-230,14,12,2,14,12,2,0,2006,Militar,Vietnam
4605,2006-09-11,"Vladikavkaz,Russia",Military - Russian Army,Gizel - Khankala,Mi-8 helicopter,Sin Dato,15,12,3,12,12,0,0,2006,Militar,No encontrado
4606,2006-09-17,"Vandeikya,Nigeria",Military - Nigerian Air Force,Abuja - Obudu,Dornier 228,NAF033,18,15,3,13,11,2,0,2006,Militar,No encontrado
4607,2006-09-29,"Sao Felix do Araguaia ,Brazil",Gol Airlines / Private,Manaus - Brasilia,Boeing B-737-8EH /EMB-135JB,PR-GTD / N600XL,161,153,8,154,148,6,0,2006,Comercial,No encontrado
4608,2006-10-10,"Stord,Norway",Atlantic Airways,Stavanger - Stord,BAe 146-200,OY-CRG,16,12,4,4,3,1,0,2006,Comercial,Denmark
4609,2006-10-19,"Tashkent,Russia",Military - Russian Air Force/Uzbekistan Airways,Training/Aranchi,Antonov An-2,UK-70152,15,13,2,15,13,2,0,2006,Militar,Uzbekistan
4610,2006-10-29,"Abuja,Nigeria",ADC Airlines,Lagos - Abuja - Sokoto,Boeing 737-2B7,5N-BFK,105,100,5,96,92,4,0,2006,Comercial,Nigeria
4611,2006-11-17,"Puncak Jaya,Indonesia",Trigana Air Service,Mulia - Ilaga,de Havilland Canada DHC-6 Twin Otter 300,PK-YPY,12,9,3,12,9,3,0,2006,Comercial,Indonesia
4612,2006-11-18,"Leticia,Colombia",Aerosucre Colombia,Bogota - Leticia,Boeing 727-23F,HK-3667X,5,2,3,5,2,3,0,2006,Comercial,Colombia
4613,2006-11-27,"Tehran,Iran",Military - Iranian Revolutionary Guard Corps Air Force,Tehran - Shiraz,Antonov 74T-200,15-2255,38,32,6,38,32,6,0,2006,Militar,No encontrado
4614,2006-12-10,"Cajon Pass,California",Air ambulance - Mercy Air Services,Loma Linda - Victorville,Bell 412,N410MA,3,0,3,3,0,3,0,2006,Comercial,United States
4615,2007-01-01,"Parepare,Indonesia",Adam Air,"Surabaya, East Java - Manado, Indonesia",Boeing B-737-4Q8,PK-KKW,102,96,6,102,96,6,0,2007,Comercial,Indonesia
4616,2007-01-09,"Balad Air Base,Iraq",Moldovan Aeriantur-M Air Cargo,"Adana, Turkey - Balad Air Base, Iraq",Antonov 26B-100,ER-26068,35,30,5,34,29,5,0,2007,Comercial,Moldova
4617,2007-01-20,"Baghdad,Iraq",Military - US Army,Desconocido,Sikorsky UH-60L Black Hawk,Sin Dato,12,10,4,12,10,4,0,2007,Militar,No encontrado
4618,2007-01-25,"Pau,France",Regional Compagnie Aerienne Europeenne,Pau - Paris,Fokker 100,F-GMPG,54,50,4,0,0,0,1,2007,Comercial,France
4619,2007-03-07,"Yogyakarta,Indonesia",Garuda Indonesia Airlines,Jakarta - Yogyakarta,Boeing B-737-497,PK-GZC,140,133,7,22,21,1,0,2007,Comercial,Indonesia
4620,2007-03-08,"Princeville,Hawaii",Heli-USA Airways,Sightseeing,Aerospatiale AS350BA Rotocraft,N354NT,7,6,1,4,3,1,0,2007,Comercial,United States
4621,2007-03-11,"Hanea,Kauai,Hawaii",Inter-Island,Desconocido,Mc Donnell Douglas 369FF Rotocraft,N911VC,5,4,1,1,1,0,0,2007,Comercial,United States
4622,2007-03-14,"Fazenda Nossa Senhora de Lourdes,Brazil","Bahia Taxi Aéreo	Bahia Taxi Aéreo	Bahia Taxi Aéreo",Petrolina - Salvador,Rockwell 500S Shrike Commander,PP-SEC,4,2,2,4,2,2,0,2007,Comercial,Brazil
4623,2007-03-17,"Samara,Russia",UTAir Airlines,Surgut - Samara,Tuolev 134AK,RA-65021,57,50,7,6,6,0,0,2007,Comercial,Russia
4624,2007-03-23,"Mogadishu,Somalia",Transaviaexport Airlines,Mogadishu - Djibouti,Ilushin Il-76TD,EW-78849,11,5,6,11,5,6,0,2007,Comercial,Belarus
4625,2007-04-25,"Kopinang,Guyana",Air Services,Kato - Kopinang,Pilatus Britten Norman BN-2A-27 Islander,8R-GET,5,4,1,3,2,1,0,2007,Comercial,Guyana
4626,2007-04-27,"Shatoi,Chechnya",Military - Russian,Desconocido,Mi 8,Sin Dato,18,15,3,18,15,3,0,2007,Militar,No encontrado
4627,2007-05-05,"Dizangue,Cameroon",Kenya Airways,"Abidjan, Ivory Coast - Douala, Cameroon - Nairobi, Kenya",Boeing B-737-8AL,5Y-KYA,114,105,9,114,105,9,0,2007,Comercial,Kenya
4628,2007-05-06,"El-Thamad,Egypt",Military - French Air Force,El-Gora - Santa Katarina,de Havilland Canada DHC-6 Twin Otter,742/CB,9,5,4,9,5,4,0,2007,Militar,No encontrado
4629,2007-05-17,"Walikale Airstrip,Congo",Safe Air Complany,Walikale - Goma,Let 410UVP,TN-AHE,3,1,2,3,1,2,0,2007,Comercial,Congo Republic
4630,2007-05-24,"Pampa Hermosa,Peru",Military - Peruvian Air Force,Iquitos - Pucallpa,de Havilland Canada DHC-6 Twin Otter 300,FAP-303,20,17,3,13,10,3,0,2007,Militar,No encontrado
4631,2007-06-03,"Freetown,Sierra Leone",Paramount Airlilnes,Shuttle,Mi-8,Sin Dato,22,20,2,21,20,1,0,2007,Comercial,No encontrado
4632,2007-06-04,"Milwaukee,Wisconson",University of Michigan Health System,"Milwaukee, WI - Detroit, MI",Cessna 550 Citation II,N550BP,6,4,2,6,4,2,0,2007,Comercial,United States
4633,2007-06-13,"Selenge province,Mongolia",Mongolian Defense Ministry,Desconocido,Mi-8,Sin Dato,22,19,3,15,12,3,0,2007,Comercial,No encontrado
4634,2007-06-21,"Kamina,Congo",Karibu Airways,Kamina - Lubumbashi,Let 410UVP,9Q-CEU,25,22,3,1,1,0,0,2007,Comercial,Congo Democratic Republic
4635,2007-06-25,"Sihanoukville,Cambodia",PMT Air,Siem Reap - Sihanoukville,Antonov AN-24V,XU-U4A,22,16,6,22,16,6,0,2007,Comercial,Cambodia
4636,2007-06-28,"M'Banza Congo,Angola",TAAG Angola Airlines,Luanda - M'Banza,Boeing 737-2M2,D2-TBP,78,69,9,5,4,1,0,2007,Comercial,Angola
4637,2007-07-05,"Culiacan,Mexico",Jett Paqueteria SA,Desconocido,North American CT-39A Sabreline,XA-TFL,3,0,3,3,0,3,6,2007,Comercial,Mexico
4638,2007-07-08,"Muncho Lake,British Columbia,Canada",Liard Air,Muncho Lake - Vancouver,de Havilland DHC-6 Twim Otter 100,C-FAWC,5,3,2,1,1,0,0,2007,Comercial,Canada
4639,2007-07-17,"Sao Paulo,Brazil",TAM (Brazil),Porto Alegre - Sao Paulo,Airbus A-320-233,PR-MBK,187,181,6,187,181,6,12,2007,Comercial,Brazil
4640,2007-07-23,"Shinile,Ethiopia",Djibouti Airlines,Dire Dawa - Djibouti,Antonov AN-26V,EX-030,9,3,6,1,1,0,0,2007,Comercial,Kyrgyzstan
4641,2007-07-24,"Rudyerd Bay,Alaska",Taquan Air Service,Sightseeing,de Havilland DHC-2 MK.1 Beaver,N995WA,5,4,1,5,4,1,0,2007,Comercial,United States
4642,2007-07-29,"Moscow,Russia",Atran,Sightseeing,Antonov AN-12BP,RA-93912,9,0,9,9,0,9,0,2007,Comercial,Russia
4643,2007-08-09,"Moorea,French Polynesia",Air Moorea,Moorea - Papeete,de Havilland Canada DHC-6 Twin Otter 300,F-OIQ,20,19,1,20,19,1,0,2007,Comercial,France
4644,2007-08-16,"Ketchikan,Alaska",SeaWind Aviation,Sightseeing,de Havilland Canada DHC-2 Beaver,N345KA,10,9,1,6,6,0,0,2007,Comercial,United States
4645,2007-08-20,"Okinawa,Japan",China Airlines,Taipei - Naha,Boeing 737-809,B-18616,165,157,8,0,0,0,0,2007,Comercial,Taiwan
4646,2007-08-22,"Curitiba,Brazil",Two Taxi Aero,Curitiba - Jundiai,Embraer EMB-110P1 Bandeirant,PT-SDB,2,0,2,2,0,2,0,2007,Comercial,Brazil
4647,2007-08-22,"Kirkuk,Iraq",Military - U.S. Army,Transporting troops,UH-60 Blackhawk helilcopter,Sin Dato,14,12,2,14,12,2,0,2007,Militar,No encontrado
4648,2007-08-26,"Kongolo,Democratic Republic Congo",Great Lakes Business Complany,Kongolo - Goma,Antonov AN-32,9Q-CAC,15,12,3,14,11,3,0,2007,Comercial,Congo Democratic Republic
4649,2007-09-07,"Goma,Democratic Republic Congo",Galaxy Kavatsi Airlines,Kisangi - Goma - Bukavu,Antonov AN-12BP,4L-SAS,8,6,2,8,6,2,0,2007,Comercial,Georgia
4650,2007-09-16,"Phuket,Thailand",One-Two-Go Airlines,Bangkok - Phuket,McDonnell Douglas MD-82,HS-OMG,130,123,7,90,85,5,0,2007,Comercial,Thailand
4651,2007-09-24,"Malemba Nkulu,DR Congo",Karibu Airways,Lubumbashi - Malemba Nkulu,Let 410,9Q-CVL,6,5,1,1,0,1,0,2007,Comercial,Congo Democratic Republic
4652,2007-10-04,"Kinshasa,DR Congo",Africa One Congo,Kinshasa - Tshikapa,Antonov AN-26,9Q-COS,22,17,5,21,17,4,30,2007,Comercial,Congo Democratic Republic
4653,2007-10-08,"Cubarral,Colombia",Nacional de Aviacion,Villavicencio - Uribe,Let 410 UVP-E10A,HK-4055,17,15,2,17,15,2,0,2007,Comercial,Colombia
4654,2007-11-08,"Khartoum,Sudan",Juba Air Cargo,Khartoum - Juba,Antonov 12,ST-JUA,4,0,4,0,0,0,2,2007,Comercial,No encontrado
4655,2007-11-30,"Isparta,Turkey",Atlasjet Airlines,Istanbul - Isparta,McDonnell Douglas MD-83,TC-AKM,57,50,7,57,50,7,0,2007,Comercial,Turkey
4656,2007-12-03,"Whittier,Alaska","Evergreen Alaska Helicopters, Inc.",Cordova - Ancorage,Eurocopter Deutschland BK117C1,N141LG,4,3,1,4,3,1,0,2007,Comercial,United States
4657,2007-12-05,"Columbus,Ohio",Castle Aviation,"Columbus, OH - Buffalo, NY",Cessna 208B Caravan I Super Cargomaster,N28MG,2,1,1,2,1,1,0,2007,Comercial,United States
4658,2008-01-04,"Los Roques,Venezuela",Transaven,Los Rogues - Carac,Let 410 UVP-E3,YV2081,18,16,2,18,16,2,0,2008,Comercial,Venezuela
4659,2008-01-12,"Blace,Macedonia",Military - Macedonian Air Force,"Bosnia - Skopje, Macedonia",Mi-17 Helicopter,VAM-304,11,10,1,11,10,1,0,2008,Militar,No encontrado
4660,2008-01-17,"London,England",British Airways,"Bejing, China - London, England",Boeing 777-236ER,G-YMMM,152,136,16,0,0,0,0,2008,Comercial,United Kingdom
4661,2008-01-23,"Miroslawiec,Poland",Military - Polish Air Force,Warsaw - Miroslawiec,CASA C-295M,019,20,16,4,20,16,4,0,2008,Militar,No encontrado
4662,2008-01-26,"Malinau,Indonesia",Dirgantara Air Service,Tarakan - Long Apung,CASA NC-212-200,PK-VSE,3,0,3,3,0,3,0,2008,Comercial,Indonesia
4663,2008-02-21,"Merida,Venezuela",Santa Barbara Airlines,Merida - Caracas,ATR-42-300,YV-1449,46,43,3,46,43,3,0,2008,Comercial,Venezuela
4664,2008-02-26,"Macae ,Rio de Janeiro ,Argentina",BHS - Brazilian Helicopter Service Air Taxi,Oil Rig P18 - Macae,Eurocopter  AS332L2 Super Puma,PP-MUM,20,17,3,5,4,1,0,2008,Comercial,Brazil
4665,2008-03-03,"Bethani,Nepal",United Nations Mission,Desconocido,Mi-17,Sin Dato,10,7,3,10,7,3,0,2008,Comercial,No encontrado
4666,2008-04-03,"Lawa,Suriname",Blue Wing Airlines,Paramaribo - Lawa,Antonov An-28,PZ-TSO,19,17,2,19,17,2,0,2008,Comercial,Suriname
4667,2008-04-09,"Bundeena,Australia",Avtex Air Services,Sydney - Brisbane,Swearingen SA227AC Metroliner III,VH-OZA,1,0,1,1,0,1,0,2008,Comercial,Australia
4668,2008-04-11,"Chrisinau,Moldova",Kata Transportation,"Chrisinau, Moldova - Antalya, Turkey - Sudan",Antonov An-32,ST-AZL,8,0,8,8,0,8,0,2008,Comercial,No encontrado
4669,2008-04-15,"Goma,Congo",Hewa Bora Airways,Goma - Kisangani - Kinshasa,McDonnell Douglas DC-9-51,9Q-CHN,85,79,6,0,0,0,47,2008,Comercial,Congo Democratic Republic
4670,2008-04-16,"Annobon Island,Equatorial Guinea",Military - Government of Equatorial Guinea,Bata - Annobon Island,Antonov An-32B,3C-5GE,13,8,5,13,8,5,0,2008,Militar,Equatorial Guinea
4671,2008-04-28,"Crimea,Black Sea",Naftogaz,Desconocido,Mil Mi-8T,UR-24275,20,18,2,20,18,2,0,2008,Comercial,Ukraine
4672,2008-05-17,"Stehekin,Washington",Chelan Air Service,Chelan - Stehekin,de Havilland Canada DHC-2 Mark I Beaver,N5998Q,5,4,1,2,2,0,0,2008,Comercial,United States
4673,2008-05-24,"Two Harbors,Catalina Island,California",Island Express Helicopter Service,Long Beach - Two Harbors,Eurocopter AS350D Astar,N67GE,6,5,1,4,3,1,0,2008,Comercial,United States
4674,2008-05-26,"Chelyabinsk,Russia",Moskovia Airlines,Chelyabinsk - Perm,Antonov An-12,RA-12957,9,0,9,9,0,9,0,2008,Comercial,Russia
4675,2008-05-29,"Panama City,Panama",Military - Servicio Aereo Nacional,Tocumen - Colon,Bell UN-1N Huey,SAN-100,12,9,3,11,9,2,0,2008,Militar,No encontrado
4676,2008-05-30,"Tegucigalpa,Honduras",TACA International Airlines,"San Salvador, El Salvador - Tegucigalpa, Honduras - Miami",Airbus A-320-233,EI-TAF,136,131,5,3,2,1,2,2008,Comercial,Ireland
4677,2008-06-08,"Huntsville,Texas",PHI Air Medical,Huntsville-Houston,Bell 407,N416PH,4,1,3,4,1,3,0,2008,Comercial,United States
4678,2008-06-10,"Khartoum,Sudan",Sudan Airways,Aman - Damascus - Khartoum,Airbus A-310-324,ST-ATN,214,203,11,32,31,1,0,2008,Comercial,No encontrado
4679,2008-06-18,"Hyannis,Massachusetts",Wiggins Airways,Hyannis - Nantucket,de Havilland Canada DHC-6 Twin Otter 100,N656WA,1,0,1,1,0,1,0,2008,Comercial,United States
4680,2008-06-20,"Bannang Sata,Thailand",Military - Thai Army,Desconocido,Bell UH-1N,Sin Dato,10,8,2,10,8,2,0,2008,Militar,No encontrado
4681,2008-06-26,"Salak Mountain,Indonesia",Military - Indonesian Air Force,Jakarta - aerial survelliance,CASA NC-212,A-2106,18,13,5,18,13,5,0,2008,Militar,No encontrado
4682,2008-06-27,"Malakal,Sudan",Juba Air Cargo,Khartoum - Juba,Antonov 12BK,ST-ARN,8,6,2,7,5,2,0,2008,Comercial,No encontrado
4683,2008-06-29,"Flagstaff,Arizona",Air Methods / Classic Helicopters,Medical flight,Bell 407 / Bell 407,N407GA / N407MJ,7,5,2,6,4,2,0,2008,Comercial,No encontrado
4684,2008-06-30,"Khartoum,Sudan",Ababeel Aviaition,Khartoum - Juba,Ilysushin Il-76TD,ST-WTB,4,0,4,4,0,4,0,2008,Comercial,No encontrado
4685,2008-07-06,"Saltillo,Mexico",USA Jet Airlines,"Hamilton, Ont, Can.- Shreveport, LA - Saltillo, Mexico",Douglas DC9-15F,N199US,2,0,2,1,0,1,0,2008,Comercial,United States
4686,2008-07-07,"Bogota,Colombia",Centurian Air Cargo,"Bogota, Colombia - Miami, FL",Boeing B-747-209BSF,N714CK,8,0,8,0,0,0,3,2008,Comercial,United States
4687,2008-07-31,"Owatonna,Minnesota",East Coast Jets,"Atlantic City, NJ- Owatonna,MN",British Aerospace BAe-125-800A,N818MV,8,6,2,8,6,2,0,2008,Comercial,United States
4688,2008-08-03,"North Vancouver Island,British Colombia,Canada",Pacific Coastal Airlines,"Port Hardy - Chamiss Bay, Vancouver Island",Grumman G-21A Goose,C-GPCD,7,6,1,5,4,1,0,2008,Comercial,Canada
4689,2008-08-05,"Junction City,California",Junction City Fire Department,Ferrying fire fighters,Sikorsky S-61N,N612AZ,13,11,2,9,8,1,0,2008,Comercial,United States
4690,2008-08-06,"Sunat Tanon,Thailand",Military - Royal Thai Air Force,Betong - ?,Bell Huey UH-1H,Sin Dato,10,8,2,10,8,2,0,2008,Militar,No encontrado
4691,2008-08-13,"K-50 Airport,Somalia",Fly 540,Kenya - Somalia,Fokker F-27 Friendship 500,5Y-BVF,3,0,3,3,0,3,0,2008,Comercial,Kenya
4692,2008-08-20,"Madrid,Spain",Spanair,"Madrid - Las Palmas, Canary Islands",McDonnell Douglas MD-82,EC-HFP,172,166,6,154,148,6,0,2008,Comercial,Spain
4693,2008-08-24,"Bishkek,Kyrgyzstan",Itek Air,"Bishkek - Tehran, Iran",Boeing B-737-219,EX-009,90,83,7,68,67,1,0,2008,Comercial,Kyrgyzstan
4694,2008-08-30,"Toacaso,Ecuador",Conviasa,Caracas - Latacunga,Boeing B-737-291,YV-102T,3,0,3,3,0,3,0,2008,Comercial,Venezuela
4695,2008-09-01,"Columbus,Ohio",Air Tahoma,Colombus - Mansfield,Convair CV-580,N587X,3,0,3,3,0,3,0,2008,Comercial,United States
4696,2008-09-03,"Dubai,United Arab Emirates",Aerogulf,Desconocido,Bell 212,A6-AVL,7,5,2,7,5,2,0,2008,Comercial,United Arab Emirates
4697,2008-09-14,"Perm,Russia",Aeroflot,Moscow - Perm,Boeing B-737-505,VP-BKO,88,82,6,88,82,6,0,2008,Comercial,United Kingdom
4698,2008-09-19,"Columbia,South Carolina",Global Executive Aviation,"Colombia, SC - Los Angeles, CA",Learjet 60,N999LJ,6,4,2,4,2,2,0,2008,Comercial,United States
4699,2008-09-27,"Camp Springs,Maryland",Maryland State Police,Medical evacuation flight,Aerospatiale SA365N-1 Dauphin II,N92MD,5,4,1,4,3,1,0,2008,Comercial,United States
4700,2008-10-08,"Lukla,Nepal",Yeti Airlines,Katmandu - Lukla,de Havilland Canada DHC-6 Twin Otter 300,9N-AFE,19,16,3,18,16,2,0,2008,Comercial,Nepal
4701,2008-10-15,"Aurora,Illinois",Air Angles Inc.,Sandwich - Chicago,Bell 222,N992AA,4,1,3,4,1,3,0,2008,Comercial,United States
4702,2008-11-13,"Fallujah,Iraq",Falcon Aviation Group,al-Asad air base - Baghdad,Antonov An-12,S9-SAO,7,0,7,7,0,7,0,2008,Comercial,Sao Tome and Principe
4703,2008-11-16,"Thormanby Island,British Columbia,Canada",Pacific Coastal Airlines,Vancouver - Powell River - Toba Inlet,Grumman G-21A Goose,C-FPCK,8,7,1,7,6,1,0,2008,Comercial,Canada
4704,2008-11-27,"Perpignan,France",XL Airways leased from Air New Zealand,Training,Airbus A320-232,D-AXLA,7,0,7,7,0,7,0,2008,Comercial,Germany
4705,2008-12-03,"San Juan,Puerto Rico",Webstas Aviation Services Inc.,"Tortola Virgin Islands - San Juan, PR",Rockwell International 690B,N318WA,3,2,1,3,2,1,0,2008,Comercial,United States
4706,2008-12-11,"Sabine Pass,Texas",Rotorcraft Leasing Co,Sabine Pass - Oil Platform,Bell 206-L4 Jet Ranger III,N180AL,3,3,2,3,3,2,0,2008,Comercial,United States
4707,2008-12-15,Turks and Caicos Islands,Alantis Aviation,"Santiago, Dominican Republic - Providenciales",Britten Norman BN-2A Trislander Mk3,N650LP,12,11,1,12,11,1,0,2008,Comercial,United States
4708,2008-12-20,"Denver,Colorado",Continental Airlines,Denver - Houston,Boeing 737-500,N18611,115,110,5,0,0,0,0,2008,Comercial,United States
4709,2009-01-01,"Lubock,Texas",Empire Airlines leased from FedEx,Fort Worth - Lubbock,ATR-42-320,N902FX,2,0,2,2,0,2,0,2009,Comercial,United States
4710,2009-01-04,Houma Louisiana,Petroleum Helicopters Inc,Bayou Penchant - Off shore oil fields,Sikorsky S-76C++,N748P,9,7,2,8,6,2,0,2009,Comercial,United States
4712,2009-01-15,"New York,New York",US Airways,"New York, NY- Charlotte, NC",Airbus A320-214,N106US,155,150,5,0,0,0,0,2009,Comercial,United States
4713,2009-02-07,"Manacapuru,Brazil",Aerotaxi Manaus,Coari - Manus,Bandeirante EMB-110P1,PT-SEA,28,26,2,24,22,2,0,2009,Comercial,Brazil
4714,2009-02-12,"Clarence Center,New York",Continental Connection/Colgan Air,"Newark, N.J. - Buffalo, NY",Bombardier DHC-8-402 Q400,N200WQ,49,44,5,49,44,5,1,2009,Comercial,United States
4715,2009-02-15,"Chanco,Chile",Flight Service,Desconocido,Bell UH-1H,CC-CBW,13,12,1,13,12,1,0,2009,Comercial,Chile
4716,2009-02-20,"Luxor,Egypt",Aerolift,"Entebbe, Uganda - Luxor, Egypt - Niklaev, Ukraine",Antonov 12V,S9-SVN,5,0,5,5,0,5,0,2009,Comercial,Sao Tome and Principe
4717,2009-02-25,"Amsterdam,Netherlands",Turkish Airlines,"Istanbul, Turkey - Amsterdam, Netherlands",Boeing 737-8F2,TC-JGE,134,127,7,9,6,3,0,2009,Comercial,Turkey
4718,2009-03-09,"Lake Victoria,Uganda",Aerolift,"Entebbe, Uganda - Mogadishu, Somalia",Ilyushin Il-76T,S9-SAB,11,7,4,11,7,4,0,2009,Comercial,Sao Tome and Principe
4719,2009-03-12,"St. Johns,Newfoundland",Cougar Helicopters,St. Johns - Hibernia platform,Sikorsky S-92A,C-GZCH,18,16,2,17,15,2,0,2009,Comercial,Canada
4720,2009-03-22,"Butte,Montana",Eagle Cap Leasing,"Oroville, CA - Butte, MT",Pilatus PC-12/45,N128CM,14,13,1,14,13,1,0,2009,Comercial,United States
4721,2009-03-23,"Tokyo,Japan",FedEx,"Guangzhou, China - Tokyo, Japan",McDonnell Douglas MD-11,N526FE,2,0,2,2,0,2,0,2009,Comercial,United States
4722,2009-04-01,"Crimond,Scotland",Bond Offshore Helicopters,Miller field - Aberdeen,Eurocopter AS 332L2 Super Puma 2,G-REDL,16,14,2,16,14,2,0,2009,Comercial,United Kingdom
4723,2009-04-06,"Bandung,Indonesia",Military - Indonesian Air Force,Militiary training,Fokker F-27 Friendship 400M,A-2703,24,18,6,24,18,6,0,2009,Militar,No encontrado
4724,2009-04-09,"Wamena,Indonesia",Aviastar Mandiri,Jayapura - Wamena,British Aerospace BAe-146-300,PK-BRD,6,0,6,6,0,6,0,2009,Comercial,Indonesia
4725,2009-04-29,"Massamba,Democratic Republic of Congo",Bako Air,"Bangui, CAR- Brazzaville, Congo - Harare, Zimbabwe",Boeing B-737-200,TL-ADM,7,5,2,7,5,2,0,2009,Comercial,Central African Republic
4726,2009-05-03,"El Alto de Rubio,Venezuela",Military - Venezuelan Army,Patrol,Mi-35,EV08114,18,16,2,18,16,2,0,2009,Militar,No encontrado
4727,2009-05-20,"Madiun,Indonesia",Military - Indonesian Air Force,Jakarta - Maduin,Lockheed C-130 Hercules,A-1325,112,98,14,112,98,14,2,2009,Militar,No encontrado
4728,2009-05-26,"Isiro,Democratic Republic Congo",Service Air,Goma - Isiro,Antonov An-26,9Q-CSA,4,0,4,4,0,3,0,2009,Comercial,Congo Democratic Republic
4729,2009-06-01,"Atlantic Ocean,570 miles northeast of Natal,Brazil",Air France,Rio de Janeiro - Paris,Airbus A330-203,F-GZCP,228,216,12,228,216,12,0,2009,Comercial,France
4730,2009-06-07,"Port Hope Simpson,Newfoundland,Canada",Strait Air,Lourdes de Blanc Sablon - Port Hope Simpson,Britten-Norman BN-2A-27 Islander,C-FJJR,1,0,1,1,0,1,0,2009,Comercial,Canada
4731,2009-06-08,"State of Arunachal Pradesh,India",Military - Indian Air Force,Mechuka - Jorhat,Antonov An-32,Sin Dato,13,6,7,13,6,7,0,2009,Militar,No encontrado
4732,2009-06-29,"Wamena,Indonesia",Aviastar Mandiri,"Dekari - Wamena, Indonesia",de Havilland Canada DHC-6 Twin Otter 300,PK-BRO,3,0,3,3,0,3,0,2009,Comercial,Indonesia
4733,2009-06-30,"Mitsamiouli,Comoros",Yemenia Airway,"Sana'a, Yemen - Moroni, Comoros",Airbus A310-324,7O-ADJ,153,142,11,152,141,11,0,2009,Comercial,Yemen
4734,2009-07-03,"Near, Peshawar , Pakistan",Military - Pakistan Army,Desconocido,Mil Mi-17,Sin Dato,26,24,2,26,24,2,0,2009,Militar,No encontrado
