Id,Fecha,Ruta,Operador,Trayecto,Modelo del Avion,Registro,Total a Bordo,Pasajeros a bordo,Tripulantes a bordo,Total Fallecidos,Fatalidad Pasajeros,Fatalidad Tripulantes,Fatalidad en Tierra,Año,Tipo de Operador,Origen
0,1908-09-17,"Fort Myer,Virginia",Military - U.S. Army,Demonstration,Wright Flyer III,Sin Dato,2,1,1,1,1,0,0,1908,Militar,No encontrado
1,1909-09-07,"Juvisy-sur-Orge,France",Otro,Air show,Wright Byplane,SC1,1,0,1,1,0,0,0,1909,Comercial,Sweden
2,1912-07-12,"Atlantic City,New Jersey",Military - U.S. Navy,Test flight,Dirigible,Sin Dato,5,0,5,5,0,5,0,1912,Militar,No encontrado
3,1913-08-06,"Victoria,British Columbia,Canada",Private,Desconocido,Curtiss seaplane,Sin Dato,1,0,1,1,0,1,0,1913,Comercial,No encontrado
6,1915-03-05,"Tienen,Belgium",Military - German Navy,Desconocido,Zeppelin L-8 (airship),Sin Dato,41,0,41,17,0,17,0,1915,Militar,No encontrado
10,1916-10-01,"Potters Bar,England",Military - German Navy,Desconocido,Zeppelin L-31 (airship),Sin Dato,19,0,19,19,0,19,0,1916,Militar,No encontrado
23,1918-12-16,"Elizabeth,New Jersey",US Aerial Mail Service,Desconocido,De Havilland DH-4,97,1,0,1,1,0,1,0,1918,Comercial,No encontrado
24,1919-05-25,"Cleveland,Ohio",US Aerial Mail Service,Desconocido,De Havilland DH-4,61,1,0,1,1,0,1,0,1919,Comercial,No encontrado
25,1919-07-19,"Dix Run,Pennsylvania",US Aerial Mail Service,Desconocido,De Havilland DH-4,82,1,0,1,1,0,1,0,1919,Comercial,No encontrado
26,1919-07-21,"Chicago,Illinois",Wingfoot Air Express Goodyear Tire,Shuttle,FD Type Dirigible,Sin Dato,3,2,1,3,2,1,10,1919,Comercial,No encontrado
27,1919-08-02,"Verona,Italy",Caproni Company,Venice  Taliedo,Caproni Ca.48,Sin Dato,14,12,2,14,12,2,0,1919,Comercial,No encontrado
28,1919-10-02,"Newcastle,England",Aircraft Transport and Travel,Desconocido,De Havilland DH-4,Sin Dato,1,0,1,1,0,1,0,1919,Comercial,No encontrado
29,1919-10-14,"Catonsville,Maryland",US Aerial Mail Service,Desconocido,Curtiss R-4LM,32,1,0,1,1,0,1,0,1919,Comercial,No encontrado
30,1919-10-20,"Folkestone,Kent",Aircraft Transport and Travel,Desconocido,De Havilland DH-4,G-EAHG,0,0,1,0,0,0,0,1919,Comercial,United Kingdom
31,1919-10-30,"Long Valley,New Jersey",US Aerial Mail Service,Desconocido,De Havilland DH.4,77,1,0,1,1,0,1,0,1919,Comercial,No encontrado
32,1919-12-11,"Caterham,Surrey,UK",Aircraft Travel Transport,Paris - Hounslow,de Havilland DH-4,G-EAHF,1,1,1,1,1,1,0,1919,Comercial,United Kingdom
33,1920-03-10,"New Paris,Indiana",US Aerial Mail Service,Desconocido,De Havilland DH-4,65,1,0,1,1,0,1,0,1920,Comercial,No encontrado
34,1920-03-30,"Newark,New Jersey",US Aerial Mail Service,Washington - Newark,De Havilland DH-4,72,1,0,1,1,0,1,0,1920,Comercial,No encontrado
35,1920-04-10,"Newark,New Jersey",US Aerial Mail Service,Desconocido,Curtiss R-4LM,49,2,1,1,1,0,1,0,1920,Comercial,No encontrado
36,1920-04-11,"Heller Field,New Jersey",US Aerial Mail Service,Desconocido,Curtiss JN-4H,44,2,1,1,1,0,1,0,1920,Comercial,No encontrado
37,1920-05-12,"Oskaloosa,Iowa",US Aerial Mail Service,Desconocido,De Havilland DH-4,79,2,1,1,1,1,0,0,1920,Comercial,No encontrado
38,1920-06-06,"Cleveland,Ohio",US Aerial Mail Service,Desconocido,De Havilland DH-4,204,1,0,1,1,0,1,0,1920,Comercial,Guernsey
39,1920-07-20,"Cartagena,Columbia",Compañia Colombiana de Navegación Aérea,Desconocido,Farman F-40,Sin Dato,1,1,1,1,1,1,0,1920,Comercial,No encontrado
40,1920-08-16,"Bedford,England",By Air,Desconocido,Armstrong-Whitworth F-K-8,G-EALW,1,0,1,1,0,1,0,1920,Comercial,United Kingdom
41,1920-08-16,"College Park,Maryland",US Aerial Mail Service,Desconocido,De Havilland DH-4,317,1,0,1,1,0,1,0,1920,Comercial,No encontrado
42,1920-09-01,"Morristown,New Jersey",US Aerial Mail Service,Desconocido,Junkers JL-6,305,2,0,2,2,0,2,0,1920,Comercial,No encontrado
44,1920-09-27,"Millersburg,Pennsylvania",US Aerial Mail Service,Desconocido,De Havilland DH-4,316,1,0,1,1,0,1,0,1920,Comercial,No encontrado
45,1920-10-02,"Port Vendres,France",Latecoere Airlines,Desconocido,Salmson 2-A-2,F-ALAI,2,1,1,2,1,1,0,1920,Comercial,France
46,1920-10-05,"Valencia,Spain",Latecoere Airlines,Desconocido,Breguet 14,F-ALTA,2,1,1,2,1,1,0,1920,Comercial,France
47,1920-10-15,"Batavia,Illinois",US Aerial Mail Service,Desconocido,De Havilland DH-4,76,1,0,1,1,0,1,0,1920,Comercial,No encontrado
48,1920-11-07,"Tie Siding,Wyoming",US Aerial Mail Service,Desconocido,De Havilland DH-4,Sin Dato,1,0,1,1,0,1,0,1920,Comercial,No encontrado
49,1920-12-14,"London,England",Handley Page Transport,London - Paris,Handley Page HP-16,G-EAMA,8,6,2,4,2,2,0,1920,Comercial,United Kingdom
50,1920-12-24,"Barcelona,Spain",Aeropostale,Desconocido,Breguet 14,F-ALBO,1,0,1,1,0,1,0,1920,Comercial,France
51,1921-02-03,"Mendota,Minnesota",US Aerial Mail Service,Desconocido,De Havilland DH-4,130,1,0,1,1,0,1,0,1921,Comercial,No encontrado
52,1921-02-09,"La Crosse,Wisconsin",US Aerial Mail Service,Desconocido,Junkers F-13,301,3,0,3,3,0,3,0,1921,Comercial,No encontrado
53,1921-02-15,Gibraltar,Aeropostale,Desconocido,Breguet 14,F-ALBA,2,0,2,2,0,2,0,1921,Comercial,France
54,1921-02-22,"Elko,Nevada",US Aerial Mail Service,Desconocido,De Havilland DH-4,67,1,0,1,1,0,1,0,1921,Comercial,No encontrado
55,1921-04-06,"Point Cook,Australia",Military - Royal Australian Air Force,Desconocido,Avro 504,H3021,2,0,0,2,0,0,0,1921,Militar,Panama
56,1921-04-21,"Mitchel Field,NY",US Aerial Mail Service,Desconocido,De Havilland DH-4,160,1,0,1,1,0,1,0,1921,Comercial,No encontrado
57,1921-04-29,"Cleveland,Ohio",US Aerial Mail Service,Desconocido,De Havilland DH-4,196,1,0,1,1,0,1,0,1921,Comercial,No encontrado
58,1921-05-17,"Rock Springs,Wyoming",US Aerial Mail Service,Desconocido,"De Havilland DH-4De Havilland DH-4",176,1,0,1,1,0,1,0,1921,Comercial,No encontrado
60,1921-08-24,"River Humber,England",Military - Royal Airship Works,Desconocido,Royal Airship Works ZR-2 (airship),R-38,49,0,49,43,0,43,1,1921,Militar,Russia
61,1921-09-06,"Paris,France",Franco-Roumaine,Warsaw - Prague - Strasbourg - Paris,Potez IX,F-ADCD,5,4,1,5,4,1,0,1921,Comercial,France
62,1921-12-05,"Murchinson River,Australia",West Australian Airways,Geraldton - Derby,Bristol 28 Tourer,G-AUDI,2,0,2,2,0,2,0,1921,Comercial,United Kingdom
63,1922-01-14,"Paris,France",Handley Page Transport,Desconocido,Handley Page O/10,G-EATN,5,4,1,5,4,1,5,1922,Comercial,United Kingdom
65,1922-03-22,North Atlantic Ocean,Aero Limited,Miami - Bimini,Aeromarine Model 85 (flying boat),Sin Dato,6,5,1,5,5,0,0,1922,Comercial,No encontrado
66,1922-04-07,"Grandvilliers,France",Daimler Airways / Grands Express Aeriens,Croydon - Le Bourget,de Havilland DH-18 / Farman F-60 Goliath,G-EAOW/FGEAD,7,5,2,7,5,2,0,1922,Comercial,No encontrado
67,1922-04-08,"Pao Ting Fou,China",Otro,Test,Sin Dato,Sin Dato,17,0,17,17,0,17,0,1922,Comercial,No encontrado
68,1922-06-03,"Folkestone,Kent,England",Cie des Messageries Aeriennes,Croydon - Paris,Bleriot Spad 27,F-ACMH,3,2,1,3,2,1,0,1922,Comercial,France
69,1922-07-04,"Fuhlsbuttel,Germany",Otro,Hamburg - Berlin,LVG C VI,Sin Dato,3,2,1,2,1,1,0,1922,Comercial,No encontrado
70,1922-07-16,"Saverne,Lorraine,France",Compagnie Franco-Roumaine de Navigaation Aerienne,Strasbourg - Paris,Potez 29,F-FREI,5,4,1,5,4,1,0,1922,Comercial,France
71,1922-07-26,"Cadix,Spain",Grands Express Aeriens,Desconocido,Breguet 14,F-ALVE,3,2,1,3,2,1,0,1922,Comercial,France
72,1922-09-07,"Indianapolis,Indiana",US Aerial Mail Service,Desconocido,De Havilland DH-4,227,1,0,1,1,0,1,0,1922,Comercial,Guernsey
73,1922-10-02,"Venice,Italy",de Havilland Air Service,Venice - London,de Havilland DH-9,G-EAYT,4,3,1,4,3,1,0,1922,Comercial,United Kingdom
74,1922-10-25,"Larache,Morocco",Grands Express Aeriens,Desconocido,Breguet 14,Sin Dato,2,1,1,2,1,1,0,1922,Comercial,No encontrado
75,1922-12-03,"Fez,Morocco",Grands Express Aeriens,Toulouse - Barcelona - Valencia - Alicante - Malaga - Rabat,Breguet 14,F-ALNA,1,0,1,1,0,1,0,1922,Comercial,France
76,1923-01-10,"Ajaccio,France",Amee de l'Air,Desconocido,Lioré-et-Olivier H-13,F-AEIB,4,2,2,3,1,2,0,1923,Comercial,France
77,1923-01-17,"Barcelona,Spain",Grands Express Aeriens,Desconocido,Breguet 14,F-ALJU,1,0,1,1,0,1,0,1923,Comercial,France
78,1923-01-18,"Cheyenne,Wyoming",US Aerial Mail Service,Desconocido,De Havilland DH-4,223,1,0,1,1,0,1,0,1923,Comercial,Guernsey
79,1923-02-26,"Meadville,Pennsylvania",US Aerial Mail Service,Desconocido,De Havilland DH-4,291,1,0,1,1,0,1,0,1923,Comercial,Guernsey
80,1923-05-14,"Amiens,Picrdie,France",Grands Express Aeriens (Air Union),Paris - London,Farman F-60 Goliath,F-AEBY,6,4,2,6,4,2,0,1923,Comercial,France
81,1923-08-27,"East Mallling,United Kingdom",Air Union,Paris - Berck-sur-Mer - Croydon,Farman F.60 Goliath,F-AECB,11,9,2,1,1,0,0,1923,Comercial,France
82,1923-08-27,"Bucharest,Romania",Campagnie France Roumaine,Desconocido,Blériot Spad 46,F-AEGN,2,1,1,2,1,1,0,1923,Comercial,France
83,1923-09-07,"Colton,Ohio",US Aerial Mail Service,Desconocido,De Havilland DH-4,283,1,0,1,1,0,1,0,1923,Comercial,Guernsey
84,1923-09-14,"Ivinghoe,Buckinghamshire,England",Daimler Airways,Croydon - Manchester,de Havilland DH-34,G-EBBS,5,3,2,5,3,2,0,1923,Comercial,United Kingdom
85,1923-11-18,Russia,CCCP,Desconocido,Junkers F-13,D-257,5,2,3,3,1,2,0,1923,Comercial,Germany
86,1923-12-06,"Castalia,Ohio",US Aerial Mail Service,Desconocido,De Havilland DH-4,318,1,0,1,1,0,1,0,1923,Comercial,No encontrado
88,1923-12-24,"Egbert,WY",US Aerial Mail Service,Desconocido,De Havilland DH-4,315,1,0,1,1,0,1,0,1923,Comercial,No encontrado
89,1924-03-07,"Grampian,Pennsylvania",US Aerial Mail Service,Desconocido,De Havilland DH-4,327,1,0,1,1,0,1,0,1924,Comercial,No encontrado
90,1924-04-24,the English Channel,KLM Royal Dutch Airlines,"Lympne, England - Rotterdam, The Netherlands",Fokker F.III,H-NABS,3,2,1,3,2,1,0,1924,Comercial,No encontrado
91,1924-06-08,"Barranquilla,Colombia",SCADTA,Barranquilla - Bogota,Junkers F-13,A16,5,3,2,5,3,2,0,1924,Comercial,No encontrado
92,1924-08-01,United States,US Aerial Mail Service,Desconocido,De Havilland DH-4,297,1,0,1,1,0,1,0,1924,Comercial,Guernsey
93,1924-11-06,"Cabrerolles,France",Grands Express Aeriens,Desconocido,Breguet 14,F-AFBD,1,0,1,1,0,1,0,1924,Comercial,France
94,1924-12-21,"Goshen,Indiana",US Aerial Mail Service,Desconocido,De Havilland DH-4,311,1,0,1,1,0,1,0,1924,Comercial,No encontrado
95,1924-12-24,"Purley,England",Imperial Airways,London - Paris,de Havilland DH-34B,G-EBBX,8,7,1,8,7,1,0,1924,Comercial,United Kingdom
96,1925-03-22,"Tiflis,Georgia,USSR",Zakavia,Tiflis - Suchumi,Junkers F-13,R-RECA,5,3,2,5,3,2,0,1925,Comercial,Russia
97,1925-04-25,"Alicante,Spain",Grands Express Aeriens,Alicante - Barcelona - Toulouse,Breguet 14,F-AFBB,3,1,2,3,1,2,0,1925,Comercial,France
98,1925-06-25,"Landrécies,France",KLM Royal Dutch Airlines,Amsterdam - Paris,Fokker (KLM)  F.III,H-NABM,4,3,1,4,3,1,0,1925,Comercial,No encontrado
99,1925-06-26,"Alicante,Spain",Grands Express Aeriens,Oran - Alicante,Lioré-et-Olivier LeO H-13,F-FREM,2,0,2,2,0,2,0,1925,Comercial,France
100,1925-07-20,"Rosas,Spain",Lignes Aeriennes Latecoere,Toulouse - Barcelona,Breguet 14,F-AFBI,1,0,1,1,0,1,0,1925,Comercial,France
101,1925-07-24,"Budapest,Hungary",CIDNA,Desconocido,Potez IX,Sin Dato,1,0,1,1,0,1,0,1925,Comercial,No encontrado
102,1925-09-03,"Caldwell,Ohio",Military - U.S. Navy,"Lakehurst, NJ - S.t Louis, MO",Dirigible ZR-1 Shenandoah (airship),ZR-1,43,0,43,14,0,14,0,1925,Militar,South Africa
104,1925-10-01,"Mt. Nittany,Ohio",US Aerial Mail Service,New York - San Francisco,De Havilland DH-4,385,1,0,1,1,0,1,0,1925,Comercial,No encontrado
105,1925-11-14,"Nouadhibou,Mauritania",Lignes Aeriennes Latecoere,Desconocido,Breguet 14,F-AEGZ,1,0,1,1,0,1,0,1925,Comercial,France
107,1926-02-12,"Montpelier,Ohio",US Aerial Mail Service,Desconocido,Curtiss Carrier Pigeon,602,1,0,1,1,0,1,0,1926,Comercial,No encontrado
108,1926-03-08,"Staaken,Germany",Deutche Lufthansa,Desconocido,Junkers F-13,"D-290D-290",1,0,1,1,0,1,0,1926,Comercial,No encontrado
109,1926-05-31,English Channel,Air Union,Paris - Cryodon,Breguet 14,F-ADAI,1,0,1,1,0,1,0,1926,Comercial,France
110,1926-07-03,"Rossaugpt,Czechoslovakia",Compagnie Internationale de Navigation Aérienne,Paris - Prague - Budapest,Caudron C-61,F-AFBT,6,4,2,6,4,2,0,1926,Comercial,France
111,1926-07-09,"Wolvertem,Belgium",KLM Royal Dutch Airlines,Amsterdam - Rotterdam - Brussels - Paris,Fokker F7,H-NACC,2,1,1,2,1,1,0,1926,Comercial,No encontrado
112,1926-07-24,"Juist,Germany",Deutsche Lufthansa,Desconocido,Junkers F-13,D-272,5,4,1,5,4,1,0,1926,Comercial,Germany
113,1926-08-18,"Hurst,Kent,England",Air Union,"Lebourget, France - Croydon, England",Bleriot 155,F-AIEB,15,13,2,3,2,1,0,1926,Comercial,France
114,1926-09-26,"New York,New York",Otro,New York - Paris,Sikorsky S-25,Sin Dato,5,4,1,2,2,0,0,1926,Comercial,No encontrado
115,1926-10-02,"Leigh,Kent,Unied Kingdom",Air Union,Paris - London,Bleriot 155,F- AICQ,7,5,2,7,5,2,0,1926,Comercial,No encontrado
116,1926-10-08,"Bueren,Germany",Deutsche Lufthansa,Desconocido,Fokker FG III,D-468,4,3,1,4,3,1,0,1926,Comercial,Germany
117,1926-10-21,English Channel,Imperial Airways,Croydon - Paris,Handley Page W-10,G-EBMS,12,10,2,0,0,0,0,1926,Comercial,United Kingdom
118,1926-11-11,"Cape Bojador,Morocco",Grands Express Aeriens,Casablanca -Dakar,Breguet 14,F-AFAX,3,3,0,3,3,0,0,1926,Comercial,France
119,1926-12-16,"Medford,Oregon",Pacific Air Transport,Desconocido,Ryan M-1,2,1,0,1,1,0,1,0,1926,Comercial,Guernsey
120,1927-01-12,"Estaires,France",Fokker,Delivery flight,Fokker F-VII,G-EBPL,0,0,2,0,0,2,0,1927,Comercial,United Kingdom
121,1927-03-20,"Rabat,Morocco",Grands Express Aeriens,Casablanca - Oran,Breguet 14,F-ALRA,1,0,1,1,0,1,0,1927,Comercial,France
122,1927-03-24,"Tambo,Qld,Australia",Qantas,Charleville - Tambo - Blackall,de Havilland DH-9C,G-AUED,3,2,1,3,2,1,0,1927,Comercial,United Kingdom
123,1927-04-15,"King Hill,Idaho",Varney Air Lines,Desconocido,"SwallowSwallow",Sin Dato,1,0,1,1,0,1,0,1927,Comercial,No encontrado
124,1927-04-22,"Floh,Germany",Deutsche Lufthansa,Charleville - Tambo - Blackall,Fokker FG III,D-729,2,1,1,2,1,1,0,1927,Comercial,Germany
125,1927-04-22,"Goshen,Indiana",US Aerial Mail Service,Desconocido,Douglas M-4,626,1,0,1,1,0,1,0,1927,Comercial,No encontrado
126,1927-05-02,"Algiers,Algeria",Air Union,Desconocido,SPCA Meteore 63,F-AIFN,3,0,3,1,0,1,0,1927,Comercial,France
127,1927-07-27,"Amoneburg,Germany",Deutsche Lufthansa,Kassel - Frankfurt,Junkers F-13,D-206,5,3,2,5,3,2,0,1927,Comercial,Germany
128,1927-08-22,"Sevenoaks,England",KLM Royal Dutch Airlines,Croydon - Schiphol,Fokker F-VIII,"H-NADUH-NADU",11,9,2,1,0,1,0,1927,Comercial,No encontrado
129,1927-09-03,"Willington,Connecticut",Colonial Air Transport,Desconocido,Fokker Universal,"NC52  	NC52",1,0,1,1,0,1,0,1927,Comercial,No encontrado
130,1927-09-17,"Hadley,New Jersey",Reynolds Airways,Sightseeing,Fokker F-VII,NC776,12,11,1,7,6,1,0,1927,Comercial,United States
131,1927-09-17,Atlantic Ocean,Private,Old Orchad Beach - Rome,Fokker F7,NX703,3,1,2,3,1,2,0,1927,Comercial,United States
132,1927-09-23,"Schleiz,Germany",Deutsche Lufthansa,Berlin - Munich,Dornier Merkur,D-585,6,4,2,6,4,2,0,1927,Comercial,Germany
133,1927-10-06,"Thies,Mauritania",Lignes Aeriennes Latecoere,Saint Louis - Dakar,Breguet 14,F-AGBN,2,0,2,2,0,2,0,1927,Comercial,France
134,1927-10-30,"New Brunswick,New Jersey",Colonial Air Transport,Desconocido,Fairchild FC-2,Sin Dato,4,3,1,4,3,1,0,1927,Comercial,No encontrado
135,1927-11-08,"Strasburg,France",CIDNA,Strasbourg - Paris,Farman F-121 Jabiru,F-AIBR,1,0,1,1,0,1,0,1927,Comercial,France
136,1927-11-16,Gulf of Finland,Aero O-Y,Tallinn - Helsinki,Junkers F-13,K-SALD,6,4,2,6,4,2,0,1927,Comercial,United States
137,1927-11-29,"Corunna,Indiana",National Air Transport,Desconocido,Douglas M-4,"NC62  	NC1062",1,0,1,1,0,1,0,1927,Comercial,No encontrado
138,1927-12-28,"Almeria,Spain",Aeropostale,Dakar - Casablanca - Alicante - Perpignan - Toulouse,Breguet 14,F-AFGS,1,0,1,1,0,1,0,1927,Comercial,France
139,1927-12-31,"Marseille,France",Latecoere Airlines,Test flight,Latécoère 23 (flying boat),F-AIHP,5,0,5,5,0,5,0,1927,Comercial,France
140,1928-01-08,"Canajoharie,New York",Colonial Western Airlines,Minola - Albany - Buffalo,Fairchild FC-2,NC3780,3,1,2,3,1,2,0,1928,Comercial,United States
141,1928-01-16,"Solis,Uruguay",Aeropostale,Buenos Aires - Montevideo,Latecoere 25,F-AIKG,2,0,2,2,0,2,0,1928,Comercial,France
142,1928-01-22,"L'Hospitalet,Ariège",Aeropostale,Toulouse - Perpignan - Alicante - Casablanca - Dakar,Breguet 14,F-AHEQ,1,0,1,1,0,1,0,1928,Comercial,France
143,1928-01-22,"Tarragona,Spain",Aeropostale,Casablanca - Alicante - Perpignan - Toulouse,Breguet 14,F-AHEQ,2,0,2,2,0,2,0,1928,Comercial,France
144,1928-01-27,"Almeria,Spain",Aeropostale,Casablanca - Alicante - Perpignan - Toulouse,Breguet 14,F-AFHN,1,0,1,1,0,1,0,1928,Comercial,France
145,1928-02-26,"Marquette,Nebraska",Boeing Air Transport,Desconocido,Boeing 40,NC280,2,1,1,1,1,0,0,1928,Comercial,United States
146,1928-03-11,"Cape Griz Nez,France",Air Union,Paris - Croydon,Farman F-60 Goliath,F-AEFC,2,0,2,2,0,2,0,1928,Comercial,France
147,1928-04-17,"Federal,Wyoming",Boeing Air Transport,Desconocido,Boeing 40,"NC282NC282",2,1,1,1,1,0,0,1928,Comercial,No encontrado
148,1928-04-19,"Minuesa,Spain",Iberia Airlines,Barcelona - Madrid,Rohrbach Roland,M-CCCC,9,7,2,9,7,2,0,1928,Comercial,Isle of Man
149,1928-05-07,"Florianopolis,BrazilFlorianopolis,BrazilFlorianopolis,Brazil",Aeropostale,Desconocido,Latecoere 26,F-AIMQ,5,3,2,1,1,0,0,1928,Comercial,France
150,1928-05-12,"Dearborn,Minnesota",Ford Air Freight Inc.,Dearborn - Buffalo,Ford 4,NC1492,2,0,2,2,0,2,0,1928,Comercial,United States
151,1928-05-26,"Radevormwald,Germany",Deutsche Lufthansa,Essen - Dortmund - Frankfurt,Junkers F-13,D-583,5,4,1,3,2,1,0,1928,Comercial,Germany
152,1928-06-14,"Frankfurt,Germany",Deutsche Lufthansa,Desconocido,AEGK,D-74,5,4,1,5,4,1,0,1928,Comercial,Germany
153,1928-06-22,"Lebo,Kansas",National Air Transport,Chicago - Dallas,Douglas M-4,NC1059,1,0,1,1,0,1,0,1928,Comercial,United States
154,1928-07-10,Gulf of Finland,Aero O-Y,Tallinn - Helsinki,Junkers F-13,K-SALB,6,4,2,6,4,2,0,1928,Comercial,United States
155,1928-07-13,"Purley,England",Imperial Airways,Testing,Vickers 74 Vulcan,G-EBLB,6,5,1,4,4,0,0,1928,Comercial,United Kingdom
156,1928-07-24,"Waalhaven,Netherlands",KLM Royal Dutch Airlines,Sightseeing over Rotterdam,Fokker (KLM) F.III,H-NABR,6,5,1,1,1,0,0,1928,Comercial,No encontrado
157,1928-08-25,"Port Townsend,BC,Canada",British Columbia Airways,Victoria - Seattle,Ford 4-AT-B Tri Motor,G-CATX,7,5,2,7,5,2,0,1928,Comercial,United Kingdom
158,1928-09-02,"Toul,France",CIDNA,Toul - Clermont-Ferrand,Bleriot Spad 33,F-AIEP,5,2,3,5,2,3,0,1928,Comercial,France
159,1928-09-04,"Adelaide Hills,Australia",Qantas,Adelaide - Longreach,de Havilland DH.50J,G-AUHI,2,0,2,1,0,1,0,1928,Comercial,United Kingdom
160,1928-09-04,"Pocatello,Idaho",National Parks Airways,Great Falls - Pocatello - Salt Lake City,Fokker Super Universal,NC7242,7,6,1,7,6,1,0,1928,Comercial,United States
161,1928-09-06,"Heroldbach,Germany",Deutsche Lufthansa,Desconocido,Fokker FG III,D-180,3,2,1,3,2,1,0,1928,Comercial,Germany
162,1928-10-04,"Gerona,Spain",Aeropostale,Casablanca - Alicante - Barcelona - Perpignan - Toulouse,Breguet 14,"F-AEEJF-AEEJ",3,2,1,3,2,1,0,1928,Comercial,No encontrado
163,1928-10-18,"Polk,Pennsylvania",National Air Transport,Desconocido,Douglas M-4,NC1064,1,0,1,1,0,1,0,1928,Comercial,United States
164,1928-10-31,"Valence,France",Air Union,Paris - Lyon - Marseille,Bleriot Spad 56,F-AIMN,2,1,1,1,0,1,0,1928,Comercial,France
165,1928-11-15,Gibraltar,Aeropostale,Marseille - Palma de Majorca,Latecoere 32,F-AISN,3,0,3,1,0,1,0,1928,Comercial,France
166,1928-11-24,"Edgerton,Ohio",Universal Airlines,Cleveland - Chicago,Hamilton H-47,NC7521,3,2,1,3,2,1,0,1928,Comercial,United States
167,1928-11-25,"Edgerton,Ohio",Continental Air Lines,Cleveland - Louisville,Travel Air 4000,NC5436,1,0,1,1,0,1,0,1928,Comercial,United States
168,1928-11-25,"Bristolville,Ohio",National Air Transport,Desconocido,Douglas M-4,NC792,1,0,1,1,0,1,0,1928,Comercial,United States
169,1928-12-01,"Spur,Texas",Sunbeam Air Transport Co.,San Antonio - Amarillo - Tulsa - Denver,Ford 4-AT-B Tri Motor,NC7862,5,4,1,5,4,1,0,1928,Comercial,United States
170,1928-12-03,"Rio de Janeiro,Brazil",Syndicato Condor,Sightseeing,Dornier Wal,P-BACA,14,9,5,14,9,5,0,1928,Comercial,No encontrado
171,1928-12-10,"Spokan,Washington",Spokane Airways,Colfax - Spokane,Ford Tri-motor 4,NC7687,5,3,2,5,3,2,0,1928,Comercial,United States
172,1928-12-11,"Letzlingen,Germany",Deutsche Lufthansa,Cologne -  Berlin,Junkers G-31,D-1473,4,1,3,3,0,3,0,1928,Comercial,Germany
173,1928-12-20,"Huron,Ohio",National Air Transport,Cleveland - Chicago,Douglas M-4,NC790,1,0,1,1,0,1,0,1928,Comercial,United States
174,1928-12-23,"Chattanooga,Tennessee",Interstate Airlines,Desconocido,Fairchild FC-2,Sin Dato,4,3,1,4,3,1,0,1928,Comercial,No encontrado
175,1928-12-31,"Reims,France",CIDNA,Strasbourg - Paris,Blériot Spad 66,F-AEHX,3,2,1,2,2,0,0,1928,Comercial,France
176,1929-01-05,"Stafford Springs,Connecticut",Colonial Air Transport,Desconocido,Fairchild FC-2,NC5650,1,0,1,1,0,1,0,1929,Comercial,United States
177,1929-01-18,"Cove,Oregon",Varney Air Lines,"Boise, ID - Pasco, WA",Stearman C-38,NC1682,1,0,1,1,0,1,0,1929,Comercial,United States
178,1929-01-25,"Corfu,Greece",Aeroespresso,Brindisi - Athens - Istanbul,CMASA Wal,I-AZDA,9,7,2,2,7,2,0,1929,Comercial,Italy
179,1929-01-31,Morocco,Aeropostale,Agadir - Casablanca,Latecoere 26,"F-AIMUF-AIMU",2,0,2,2,0,2,0,1929,Comercial,No encontrado
180,1929-01-31,"Morgantown,West Virginia",Skyline Transportation Company,Desconocido,Travel Air 4000,NC6480,1,0,1,1,0,1,0,1929,Comercial,United States
181,1929-03-17,"Newark,New Jersey",Colonial Western Airlines,Sightseeing,Ford 5-AT-B Tri Motor,NC7683,15,13,2,14,13,1,0,1929,Comercial,United States
182,1929-03-30,"Beaumont,California",New Standard Airlines,Los Angeles - Phoenix - El Paso,Fokker F-VIIA,NC7888,4,3,1,4,3,1,0,1929,Comercial,United States
183,1929-04-21,"San Diego,California",Maddux Airlines / Military - U.S.Army Air Force,San Diego - Phoenix,Ford 5-AT-B Tri-Motor / B-PW-9D,NC9636 / 28-037,6,3,3,6,3,3,0,1929,Militar,No encontrado
184,1929-05-09,"Tampico,Mexico",Mexicana,"Tampico - Brownsville, TX",Ford Tri-motor 4,M-SCAL,5,4,1,5,4,1,0,1929,Comercial,Isle of Man
185,1929-05-18,"Tököl, Pest Hungary",MALERT,Desconocido,Fokker F-III,H-MABC,2,0,2,2,0,2,0,1929,Comercial,No encontrado
186,1929-05-22,Algiers,Aeropostale,Algiers - Marseille,Cams 53,F-AISX,6,3,3,4,3,2,0,1929,Comercial,France
187,1929-06-13,"Santiago de Cuba,Cuba",Pan American Airways,Santiago de Cuba - Havana,Fokker F-X,NC9700,5,1,4,2,1,1,0,1929,Comercial,United States
188,1929-06-14,"Barcelona,Spain",Aeropostale,Janeiro - Buenos Aires,Breguet 14,F-AFEJ,2,0,2,1,0,1,0,1929,Comercial,France
189,1929-06-17,"Dungeness,England",Imperial Airways,London - Paris - Basil - Zuric,Handley Page W-10,G-EBMT,13,11,2,7,7,0,0,1929,Comercial,United Kingdom
190,1929-06-24,"St. Paul,Minnesota",Northwest Orient Airlines,St. Paul - Minneapolis,Ford 5-AT-B Tri-Motor,NC7416,8,6,2,1,0,1,0,1929,Comercial,United States
191,1929-06-29,"Lindau,Bavaria,Germany",Bodensee Aerolloyd,Desconocido,Domier Delphin III (flying boat),D-1620,5,4,1,5,4,1,0,1929,Comercial,Germany
